dog;borzoi;собака;борзой
dog;Irish wolfhound;собака;Ирландский волкодав
dog;Italian greyhound;собака;Левретка
dog;whippet;собака;уиппет
dog;Ibizan hound;собака;Ибицы гончая
dog;Norwegian elkhound;собака;Норвежский элкхаунд
dog;otterhound;собака;оттерхаунд
dog;Saluki;собака;Салюки
dog;Scottish deerhound;собака;Дирхаунд
dog;Weimaraner;собака;Веймаранер
dog;Staffordshire bullterrier;собака;Стаффордширский бультерьер
dog;American Staffordshire terrier;собака;Американский стаффордширский терьер
dog;Bedlington terrier;собака;Бедлингтон терьер
dog;Border terrier;собака;Бордер-терьер
dog;Kerry blue terrier;собака;Керри-блю-терьер
dog;Irish terrier;собака;Ирландский терьер
dog;Norfolk terrier;собака;Норфолк терьер
dog;Norwich terrier;собака;Норвич терьер
dog;Yorkshire terrier;собака;Йоркширский терьер
dog;wire-haired fox terrier;собака;жесткошерстный фокстерьер
dog;Lakeland terrier;собака;Лейкленд терьер 
dog;Sealyham terrier;собака;Силихем терьер
dog;Airedale;собака;Эрдельтерьер
dog;cairn;собака;Каирн
dog;Australian terrier;собака;Австралийский терьер
dog;Dandie Dinmont;собака;Денди Динмонта 
dog;Boston bull;собака;Бульдожка
dog;miniature schnauzer;собака;миниатюрный шнауцер
dog;giant schnauzer;собака;ризеншнауцер
dog;standard schnauzer;собака;стандартный шнауцер
dog;Scotch terrier;собака;Скотч терьер
dog;Tibetan terrier;собака;Тибетский терьер
dog;silky terrier;собака;силки терьер
dog;soft-coated wheaten terrier;собака;мягким покрытием пшеничный терьер
dog;West Highland white terrier;собака;Вест хайленд уайт терьер
dog;Lhasa;собака;Лхаса
dog;flat-coated retriever;собака;прямошерстный ретривер
dog;curly-coated retriever;собака;фигурные покрытием ретривер
dog;golden retriever;собака;золотистый ретривер
dog;Labrador retriever;собака;Лабрадор ретривер
dog;Chesapeake Bay retriever;собака;Чесапик Бэй ретривер
dog;German short-haired pointer;собака;Немецкий короткошерстные указатель
dog;vizsla;собака;выжла
dog;English setter;собака;Английский сеттер
dog;Irish setter;собака;Ирландский сеттер
dog;Gordon setter;собака;Гордон сеттер
dog;Brittany spaniel;собака;Бриттани спаниель
dog;clumber;собака;кламбер
dog;English springer;собака;Английский спрингер
dog;Welsh springer spaniel;собака;Вельш-спрингер-спаниель
dog;cocker spaniel;собака;кокер спаниель
dog;Sussex spaniel;собака;Суссекс-спаниель
dog;Irish water spaniel;собака;Ирландский водяной спаниель
dog;kuvasz;собака;кувас
dog;schipperke;собака;шипперке
dog;groenendael;собака;грюнендаль
dog;malinois;собака;малинуа
dog;briard;собака;бриар
dog;kelpie;собака;келпи
dog;komondor;собака;комондор
dog;Old English sheepdog;собака;Старый Английский овчарка
dog;Shetland sheepdog;собака;Шелти
dog;collie;собака;колли
dog;Border collie;собака;Бордер-колли
dog;Bouvier des Flandres;собака;Фландрский бувье
dog;Rottweiler;собака;Ротвейлер
dog;German shepherd;собака;Немецкая овчарка
dog;Doberman;собака;Доберман
dog;miniature pinscher;собака;миниатюрный пинчер
dog;Greater Swiss Mountain dog;собака;Большого швейцарского зенненхунда
dog;Bernese mountain dog;собака;Бернский зенненхунд
dog;Appenzeller;собака;Аппенцеллер
dog;EntleBucher;собака;Она
dog;boxer;собака;боксер
dog;bull mastiff;собака;бык мастиф
dog;Tibetan mastiff;собака;Тибетский мастиф
dog;French bulldog;собака;Французский бульдог
dog;Great Dane;собака;Великий Датчанин
dog;Saint Bernard;собака;Сен-Бернар
dog;Eskimo dog;собака;Эскимосская собака 
dog;malamute;собака;маламут
dog;Siberian husky;собака;Сибирский хаски
dog;dalmatian;собака;далматин
dog;affenpinscher;собака;Аффенпинчер
dog;basenji;собака;басенджи
dog;pug;собака;Моська
dog;Leonberg;собака;Леонберг
dog;Newfoundland;собака;Ньюфаундленд
dog;Great Pyrenees;собака;Великий Пиренеи
dog;Samoyed;собака;Самоед
dog;Pomeranian;собака;Померанский шпиц
dog;chow;собака;чау-чау
dog;keeshond;собака;кеесхонд
dog;Brabancon griffon;собака;Брабансон гриффон
dog;Pembroke;собака;Пемброк
dog;Cardigan;собака;Кардиган
dog;toy poodle;собака;игрушка пудель
dog;miniature poodle;собака;миниатюрный пудель
dog;standard poodle;собака;стандартный пудель
dog;Mexican hairless;собака;Мексиканская голая
wild dog;timber wolf;дикая собака;волк
wild dog;white wolf;дикая собака;Белый Волк
wild dog;red wolf;дикая собака;красный волк
wild dog;coyote;дикая собака;койот
wild dog;dingo;дикая собака;динго
wild dog;dhole;дикая собака;красный волк
dog;African hunting dog;собака;Африканская охотничья собака
wild dog;hyena;дикая собака;гиена
wild dog;red fox;дикая собака;красная лиса
wild dog;kit fox;дикая собака;лисица
wild dog;Arctic fox;дикая собака;Песец
wild dog;grey fox;дикая собака;серый лис
cat;tabby;кошка;Табби
wild cat;tiger cat;дикая кошка;тигр кошка
cat;Persian cat;кошка;Персидская кошка
cat;Siamese cat;кошка;Сиамская кошка
cat;Egyptian cat;кошка;Египетская кошка
wild cat;cougar;дикая кошка;пума
wild cat;lynx;дикая кошка;рысь
wild cat;leopard;дикая кошка;леопард
wild cat;snow leopard;дикая кошка;снежный барс
wild cat;jaguar;дикая кошка;Ягуар
wild cat;lion;дикая кошка;Лев
wild cat;tiger;дикая кошка;тигр
wild cat;cheetah;дикая кошка;гепард
bear;brown bear;медведь;бурый медведь
bear;American black bear;медведь;Американский черный медведь
bear;ice bear;медведь;льда медведь
sloth;sloth bear;ленивец;губач
mongoose;mongoose;Мангуст;Мангуст
mongoose;meerkat;Мангуст;сурикат
bug;tiger beetle;ошибка;Жук тигр 
bug;ladybug;ошибка;божья коровка
bug;ground beetle;ошибка;жужелицы
bug;long-horned beetle;ошибка;-Жук-дровосек
bug;leaf beetle;ошибка;листоеда 
bug;dung beetle;ошибка;навозный жук 
bug;rhinoceros beetle;ошибка;жук-носорог
bug;weevil;ошибка;долгоносик
bug;fly;ошибка;летать
bug;bee;ошибка;пчелка
bug;ant;ошибка;АНТ
bug;grasshopper;ошибка;кузнечик
bug;cricket;ошибка;сверчок
bug;walking stick;ошибка;трость
bug;cockroach;ошибка;таракан
bug;mantis;ошибка;богомол
bug;cicada;ошибка;цикада
bug;leafhopper;ошибка;цикадки
bug;lacewing;ошибка;златоглазки
bug;dragonfly;ошибка;стрекоза
bug;damselfly;ошибка;damselfly
butterfly;admiral;бабочка;Адмирал
butterfly;ringlet;бабочка;колечко
butterfly;monarch;бабочка;монарх
butterfly;cabbage butterfly;бабочка;бабочка-капустница
butterfly;sulphur butterfly;бабочка;сера бабочка
butterfly;lycaenid;бабочка;lycaenid
echinoderms;starfish;иглокожие;Морская звезда
echinoderms;sea urchin;иглокожие;морской еж
echinoderms;sea cucumber;иглокожие;морской огурец
rabbit;wood rabbit;кролик;дерево кролик
rabbit;hare;кролик;заяц
rabbit;Angora;кролик;Аген
rodent;hamster;грызун;хомячок
rodent;porcupine;грызун;дикобраз
rodent;fox squirrel;грызун;лиса белочка
rodent;marmot;грызун;сурок
rodent;beaver;грызун;Бивер
rodent;guinea pig;грызун;морская свинка
plant;sorrel;завод;щавель
ungulate;zebra;копытных;зебра
hog;hog;кабанчик;кабанчик
hog;wild boar;кабанчик;кабан
hog;warthog;кабанчик;бородавочник
ungulate;hippopotamus;копытных;гиппопотам
ungulate;ox;копытных;бык
ungulate;water buffalo;копытных;водяного буйвола
ungulate;bison;копытных;Зубр
ungulate;ram;копытных;ОЗУ
ungulate;bighorn;копытных;Бигхорн
ungulate;ibex;копытных;Козерог
ungulate;hartebeest;копытных;Бубал
ungulate;impala;копытных;Импала
ungulate;gazelle;копытных;Газель
ungulate;Arabian camel;копытных;Арабский верблюд
ungulate;llama;копытных;ламы
ferret;weasel;Ферре;ласка
ferret;mink;Ферре;Минк
ferret;polecat;Ферре;хорь
ferret;black-footed ferret;Ферре;Черноногий хорек
ferret;otter;Ферре;оттер
ferret;skunk;Ферре;скунс
ferret;badger;Ферре;Барсук
armadillo;armadillo;броненосец;броненосец
sloth;three-toed sloth;ленивец;трехпалый ленивец
primate;orangutan;предстоятель;орангутанг
primate;gorilla;предстоятель;горилла
primate;chimpanzee;предстоятель;шимпанзе
primate;gibbon;предстоятель;гиббон
primate;siamang;предстоятель;сиаманг
primate;guenon;предстоятель;Генон
primate;patas;предстоятель;патас
primate;baboon;предстоятель;бабуин
primate;macaque;предстоятель;макаки
primate;langur;предстоятель;лангура
primate;colobus;предстоятель;колобус
primate;proboscis monkey;предстоятель;хоботок обезьяна
primate;marmoset;предстоятель;мартышка
primate;capuchin;предстоятель;Капуцинов
primate;howler monkey;предстоятель;ревуны
primate;titi;предстоятель;тити
primate;spider monkey;предстоятель;паук обезьян
primate;squirrel monkey;предстоятель;беличья обезьяна
mongoose;Madagascar cat;Мангуст;Мадагаскар кот
primate;indri;предстоятель;индри
ungulate;Indian elephant;копытных;Индийский слон
ungulate;African elephant;копытных;Африканский слон
bear;lesser panda;медведь;малая панда
bear;giant panda;медведь;гигантская панда
fish;barracouta;рыбы;barracouta
fish;eel;рыбы;УГР
shark;coho;Акула;кижуч
coral;rock beauty;коралловый;рок красоты
fish;anemone fish;рыбы;анемона рыбы
fish;sturgeon;рыбы;осетрина
fish;gar;рыбы;Гар
fish;lionfish;рыбы;крылатки
fish;puffer;рыбы;Скалозуба
technology;abacus;технология;абак
clothing;abaya;одежда;Абая
clothing;academic gown;одежда;академический платье
instrument;accordion;инструмент;гармонь
instrument;acoustic guitar;инструмент;акустическая гитара
boat;aircraft carrier;лодка;авианосец 
aircraft;airliner;самолет;авиалайнер
aircraft;airship;самолет;дирижабль
furniture;altar;мебель;алтарь
vehicle;ambulance;автомобиль;скорой помощи
vehicle;amphibian;автомобиль;амфибия
decor;analog clock;декор;аналоговые часы
outdoor scene;apiary;Открытая сцена;пасека
clothing;apron;одежда;фартук
furniture;ashcan;мебель;мусорку
weapon;assault rifle;оружие;штурмовая винтовка
accessory;backpack;аксессуар;рюкзак
building;bakery;дом;хлебопекарни
sports equipment;balance beam;спортивное оборудование;бревне 
toy;balloon;игрушка;воздушный шар
tool;ballpoint;инструмент;шариковы
other;Band Aid;другие;Группа Помощи
instrument;banjo;инструмент;банджо
furniture;bannister;мебель;Баннистер
sports equipment;barbell;спортивное оборудование;штангой
furniture;barber chair;мебель;парикмахерская стул
building;barbershop;дом;парикмахерская
building;barn;дом;сарай
technology;barometer;технология;барометр
container;barrel;контейнер;баррель
tool;barrow;инструмент;Барроу
ball;baseball;мяч;бейсбол
ball;basketball;мяч;баскетбол
furniture;bassinet;мебель;люлька
instrument;bassoon;инструмент;Фагот
hat;bathing cap;шляпа;шапочка для купания
decor;bath towel;декор;полотенце ванны 
furniture;bathtub;мебель;ванна
vehicle;beach wagon;автомобиль;Бич-вагон
building;beacon;дом;Маяк
lab equipment;beaker;лабораторное оборудование;мензурка
hat;bearskin;шляпа;медвежатник
food;beer bottle;еда;бутылка пива
food;beer glass;еда;пивной бокал
building;bell cote;дом;колокольчик кот
clothing;bib;одежда;нагрудник
vehicle;bicycle;автомобиль;велосипед
clothing;bikini;одежда;бикини
paper;binder;бумага;Биндер
tool;binoculars;инструмент;бинокль
outdoor scene;birdhouse;Открытая сцена;скворечник
building;boathouse;дом;эллинг
vehicle;bobsled;автомобиль;Бобслей
accessory;bolo tie;аксессуар;Боло галстук
hat;bonnet;шляпа;капот
furniture;bookcase;мебель;этажерка
building;bookshop;дом;книжный магазин
other;bottlecap;другие;колпачок
weapon;bow;оружие;лук
accessory;bow tie;аксессуар;галстук-бабочка
decor;brass;декор;латунь
clothing;brassiere;одежда;бюстгалтер
outdoor scene;breakwater;Открытая сцена;волнорез
clothing;breastplate;одежда;нагрудник
tool;broom;инструмент;Брум
tool;bucket;инструмент;ведро
accessory;buckle;аксессуар;пряжка
clothing;bulletproof vest;одежда;противопульная тельняшка
train;bullet train;поезд;пуля поезд
building;butcher shop;дом;мясной магазин
vehicle;cab;автомобиль;такси
cooking;caldron;приготовление;котел
tool;candle;инструмент;свеча
weapon;cannon;оружие;Кэннон
boat;canoe;лодка;Байда
tool;can opener;инструмент;открывашка
clothing;cardigan;одежда;кардиган
technology;car mirror;технология;зеркало автомобиля 
building;carousel;дом;карусель
tool;carpenter's kit;инструмент;набор плотника 
container;carton;контейнер;коробка
technology;car wheel;технология;колеса автомобиля
technology;cash machine;технология;банкомат
technology;cassette;технология;кассета
electronics;cassette player;электроника;кассетный плеер
building;castle;дом;замок
boat;catamaran;лодка;катамаран
electronics;CD player;электроника;CD-плеер
instrument;cello;инструмент;виолончель
electronics;cellular telephone;электроника;сотовый телефон
tool;chain;инструмент;цепи
fence;chainlink fence;забор;забор из колючей проволоки 
clothing;chain mail;одежда;кольчуги
tool;chain saw;инструмент;цепная пила
container;chest;контейнер;грудь
furniture;chiffonier;мебель;шифоньер
instrument;chime;инструмент;перезвон
furniture;china cabinet;мебель;Китай кабинета
decor;Christmas stocking;декор;Рождественский чулок
building;church;дом;церковь
building;cinema;дом;кино
cooking;cleaver;приготовление;тесак
building;cliff dwelling;дом;скальный 
clothing;cloak;одежда;плащ
clothing;clog;одежда;забивают
cooking;cocktail shaker;приготовление;шейкер
cooking;coffee mug;приготовление;кружка кофе
cooking;coffeepot;приготовление;кофейник
technology;coil;технология;катушка
technology;combination lock;технология;кодовый замок
electronics;computer keyboard;электроника;компьютерная клавиатура
building;confectionery;дом;кондитерских изделий
boat;container ship;лодка;контейнеровоз
vehicle;convertible;автомобиль;кабриолет
cooking;corkscrew;приготовление;штопор
instrument;cornet;инструмент;Корнет
clothing;cowboy boot;одежда;ковбойские сапоги
clothing;cowboy hat;одежда;ковбойская шляпа
furniture;cradle;мебель;колыбель
vehicle;crane;автомобиль;кран
hat;crash helmet;шляпа;защитный шлем
container;crate;контейнер;обрешетка
furniture;crib;мебель;шпаргалка
cooking;Crock Pot;приготовление;Кастрюлю
ball;croquet ball;мяч;мяч для крокета 
tool;crutch;инструмент;костыль
clothing;cuirass;одежда;кираса
outdoor scene;dam;Открытая сцена;плотины
furniture;desk;мебель;рабочий стол
electronics;desktop computer;электроника;настольный компьютер
electronics;dial telephone;электроника;телефон
clothing;diaper;одежда;памперс
electronics;digital clock;электроника;цифровые часы
electronics;digital watch;электроника;цифровые часы
furniture;dining table;мебель;обеденный стол
decor;dishrag;декор;амеба
electronics;dishwasher;электроника;посудомоечная машина
technology;disk brake;технология;тормозной диск 
outdoor scene;dock;Открытая сцена;док
vehicle;dogsled;автомобиль;упряжках
building;dome;дом;купол
decor;doormat;декор;половик
outdoor scene;drilling platform;Открытая сцена;буровая платформа
instrument;drum;инструмент;барабан
instrument;drumstick;инструмент;голень
tool;dumbbell;инструмент;гантели
cooking;Dutch oven;приготовление;Голландская печь
electronics;electric fan;электроника;электрический вентилятор
instrument;electric guitar;инструмент;электрическая гитара
train;electric locomotive;поезд;электровоз
furniture;entertainment center;мебель;развлекательный центр
paper;envelope;бумага;конверт
cooking;espresso maker;приготовление;кофеварка эспрессо
other;face powder;другие;пудра
accessory;feather boa;аксессуар;боа
furniture;file;мебель;файл
boat;fireboat;лодка;пожарный гидрант
vehicle;fire engine;автомобиль;пожарная машина
furniture;fire screen;мебель;экран огонь 
outdoor scene;flagpole;Открытая сцена;флагшток
instrument;flute;инструмент;флейта
furniture;folding chair;мебель;складной стул
sports equipment;football helmet;спортивное оборудование;футбольный шлем
vehicle;forklift;автомобиль;грузоподъемник
outdoor scene;fountain;Открытая сцена;фонтан
tool;fountain pen;инструмент;фонтан ручка
furniture;four-poster;мебель;балдахином
train;freight car;поезд;грузовых автомобилей
instrument;French horn;инструмент;Валторна
cooking;frying pan;приготовление;сковорода
clothing;fur coat;одежда;шуба
vehicle;garbage truck;автомобиль;мусоровоз 
accessory;gasmask;аксессуар;противогаз
technology;gas pump;технология;газовый насос
cooking;goblet;приготовление;Кубок
vehicle;go-kart;автомобиль;картинг
ball;golf ball;мяч;мяч для гольфа
vehicle;golfcart;автомобиль;golfcart
boat;gondola;лодка;гондолы
instrument;gong;инструмент;гонг
clothing;gown;одежда;платье
instrument;grand piano;инструмент;рояль
building;greenhouse;дом;овощеводство
vehicle;grille;автомобиль;решетка
building;grocery store;дом;продуктовый магазин
weapon;guillotine;оружие;гильотина
accessory;hair slide;аксессуар;заколка
other;hair spray;другие;лак для волос 
vehicle;half track;автомобиль;половина трека
tool;hammer;инструмент;молоток
decor;hamper;декор;корзина
electronics;hand blower;электроника;ручная воздуходувка
electronics;hand-held computer;электроника;ручной компьютер
accessory;handkerchief;аксессуар;платочек
electronics;hard disc;электроника;жесткий диск
instrument;harmonica;инструмент;гармошка
instrument;harp;инструмент;Харп
vehicle;harvester;автомобиль;жатки
tool;hatchet;инструмент;топорик
weapon;holster;оружие;кобура
building;home theater;дом;домашний кинотеатр
other;honeycomb;другие;СОТа
tool;hook;инструмент;крюк
clothing;hoopskirt;одежда;hoopskirt
sports equipment;horizontal bar;спортивное оборудование;турник
vehicle;horse cart;автомобиль;телега с лошадью 
technology;hourglass;технология;песочные часы
electronics;iPod;электроника;для iPod
tool;iron;инструмент;утюг
fruit;jack-o'-lantern;фрукты;Джек-o'-фонарь
clothing;jean;одежда;Жан
vehicle;jeep;автомобиль;джип
clothing;jersey;одежда;Джерси
paper;jigsaw puzzle;бумага;головоломки
vehicle;jinrikisha;автомобиль;jinrikisha
electronics;joystick;электроника;джойстик
clothing;kimono;одежда;кимоно
clothing;knee pad;одежда;наколенник 
other;knot;другие;узел
clothing;lab coat;одежда;пальто лаборатории
cooking;ladle;приготовление;половник
decor;lampshade;декор;абажур
electronics;laptop;электроника;ноутбук
vehicle;lawn mower;автомобиль;косилка 
technology;lens cap;технология;крышка объектива
tool;letter opener;инструмент;письмо открывалка
building;library;дом;библиотека
boat;lifeboat;лодка;спасательная шлюпка
tool;lighter;инструмент;легче
vehicle;limousine;автомобиль;лимузин
boat;liner;лодка;вкладыш
accessory;lipstick;аксессуар;помада
clothing;Loafer;одежда;Мокасины
other;lotion;другие;лосьон
electronics;loudspeaker;электроника;громкоговоритель
tool;loupe;инструмент;лупа
building;lumbermill;дом;lumbermill
tool;magnetic compass;инструмент;магнитный компас
accessory;mailbag;аксессуар;почта
furniture;mailbox;мебель;почтовый ящик
clothing;maillot;одежда;Майо
clothing;maillot;одежда;Майо
outdoor scene;manhole cover;Открытая сцена;крышка люка-лаза
instrument;maraca;инструмент;погремушка
instrument;marimba;инструмент;маримба
clothing;mask;одежда;маска
tool;matchstick;инструмент;спичка
outdoor scene;maypole;Открытая сцена;верзила
outdoor scene;maze;Открытая сцена;лабиринт
cooking;measuring cup;приготовление;мерный стакан
container;medicine chest;контейнер;аптечка
outdoor scene;megalith;Открытая сцена;мегалит
electronics;microphone;электроника;микрофон
electronics;microwave;электроника;микроволновая печь
clothing;military uniform;одежда;военная форма
container;milk can;контейнер;молоко может
vehicle;minibus;автомобиль;микроавтобус
clothing;miniskirt;одежда;мини-юбка
vehicle;minivan;автомобиль;минивен
weapon;missile;оружие;ракета
clothing;mitten;одежда;варежки
cooking;mixing bowl;приготовление;смешивая Bowl
building;mobile home;дом;мобильный дом
vehicle;Model T;автомобиль;Модель Т
electronics;modem;электроника;модем
building;monastery;дом;монастырь
electronics;monitor;электроника;монитор
vehicle;moped;автомобиль;мопед
cooking;mortar;приготовление;Ступка
hat;mortarboard;шляпа;мастерок
building;mosque;дом;мечеть
other;mosquito net;другие;москитная сетка
vehicle;motor scooter;автомобиль;мотороллер
vehicle;mountain bike;автомобиль;горный велосипед
building;mountain tent;дом;горы шатер
rodent;mouse;грызун;мышь
technology;mousetrap;технология;мышеловка
vehicle;moving van;автомобиль;фургон
other;muzzle;другие;мордочка
tool;nail;инструмент;лак для ногтей
accessory;neck brace;аксессуар;шейный бандаж
accessory;necklace;аксессуар;ожерелье
other;nipple;другие;ниппель
paper;notebook;бумага;ноутбук
building;obelisk;дом;обелиск
instrument;oboe;инструмент;гобой
instrument;ocarina;инструмент;окарина
electronics;odometer;электроника;одометр
technology;oil filter;технология;масляный фильтр
instrument;organ;инструмент;орган
electronics;oscilloscope;электроника;осциллограф
clothing;overskirt;одежда;остроугольный
vehicle;oxcart;автомобиль;повозка
clothing;oxygen mask;одежда;кислородная маска 
container;packet;контейнер;пакет
sports equipment;paddle;спортивное оборудование;весло
boat;paddlewheel;лодка;лопастные
technology;padlock;технология;замок
tool;paintbrush;инструмент;кисть
clothing;pajama;одежда;пижамные
building;palace;дом;дворец
instrument;panpipe;инструмент;свирель
paper;paper towel;бумага;бумажное полотенце
aircraft;parachute;самолет;парашют
sports equipment;parallel bars;спортивное оборудование;параллельные брусья
furniture;park bench;мебель;скамейке в парке
electronics;parking meter;электроника;парковка метр
vehicle;passenger car;автомобиль;легковой автомобиль
building;patio;дом;патио
electronics;pay-phone;электроника;платные телефон
furniture;pedestal;мебель;пьедестал
other;pencil box;другие;пенал
tool;pencil sharpener;инструмент;точилка для карандашей
other;perfume;другие;духи
lab equipment;Petri dish;лабораторное оборудование;Петри
electronics;photocopier;электроника;ксерокс
instrument;pick;инструмент;выбрать
hat;pickelhaube;шляпа;pickelhaube
fence;picket fence;забор;забор
vehicle;pickup;автомобиль;самовывоз
outdoor scene;pier;Открытая сцена;Пирс
decor;piggy bank;декор;копилка
